Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
India,IND,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.622858809,1.34442678,1.447275188,2.046497639,2.493830047,2.578961715,2.438582063,2.641449371,1.740357489,1.667194816,1.485339237,1.76539462,1.056992591,1.310533851,2.02367565,2.579727632,2.739291261,1.516730634,1.695015521,1.995790716,3.127421547,2.758293589,2.236330539,2.447250757,2.178412972,2.030108606,2.490719593,2.076957246,2.336545577,2.078309353,1.610018383,3.087080697,2.68088628,1.587393378,2.469362995,1.809376564,1.944730732,1.65707831,1.591818886,1.447384105,1.317173915,1.63481694,1.63263737,0.667205003,0.696922208,1.664197966,1.210804596,1.199642566,1.802279633,2.100924309,2.327722815,2.643600946,1.348465991,
Not classified,INX,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.235514695,5.759757242,2.438815076,1.151951258,0.175192511,0.855992628,0.441302986,1.217327238,0.309075276,0.611828849,0.732348889,0.256960437,0.294193914,-0.120548944,0.284475769,0.046231975,-0.161055229,1.105666037,6.719306255,0.155875642,0.724102535,0.11968336,-0.014964225,0.974170125,0.170782155,0.240470894,0.532153338,1.379581117,1.527311496,1.661683376,1.888688288,3.365099771,1.81280415,2.374944539,2.172867062,3.084919529,2.670859879,3.199902479,2.579206379,2.486325901,1.970382752,1.728000385,1.690899297,1.901429393,2.750853067,1.55347536,1.631946671,1.425443716,1.354098526,1.252737278,1.627534702,1.338428332,1.948198693,
Iraq,IRQ,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.198909182,0.090965592,0.284067957,0.654082425,1.585777252,1.279879118,0.472768587,0.455998442,0.247281924,0.44754744,0.812665318,1.595178738,2.142483957,1.214482216,0.373929131,9.442355034,1.682092755,6.557883797,5.748162369,2.179755621,0.910398746,18.70854974,0.250763478,0.463482535,-0.130238738,1.277574094,1.774019856,5.297548829,0.389854031,0.63665915,3.601536998,30.6765209,7.445929263,8.821400729,12.84732568,16.34178386,16.64072907,10.23020756,5.260153591,3.32547933,4.278363622,5.004722876,4.492384521,88.12370301,174.3544613,805.6782607,316.7506381,320.2553319,335.865696,92.53328866,70.78364131,60.07804781,39.92822319,
Iceland,ISL,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,49.7913927,49.13043478,46.40209333,47.76796974,38.77171717,47.92430745,42.25941423,25.74499089,22.11559044,19.16927355,21.23739072,23.53209514,27.11880559,56.75411836,34.82084691,135.3053546,182.0945372,220.7030169,243.8130081,312.9107237,230.0567303,195.2502528,212.711486,327.6443362,301.9740322,467.3753839,450.5954873,286.2897688,279.3921657,263.7804338,294.3969957,353.4976763,403.2344329,240.6709751,229.1498426,60.52119026,389.4518623,,,,,,,,,,,,,,,,,
Italy,ITA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,6.108062461,7.506850001,2.021067135,2.305790474,5.607954545,5.731510691,5.410526468,8.806243989,7.192661426,5.617977528,11.69532646,8.804453859,9.672406037,13.02211847,11.97714853,12.68086426,16.02894825,58.57789259,58.10922367,58.72011252,71.20196087,81.58720058,80.45787219,74.59099083,72.93929298,75.84981591,71.04994469,81.52266169,110.1225315,113.2301255,66.25819499,48.81050447,40.85580478,46.57313287,43.44354839,23.00867397,28.10499635,7.263041795,-8.736392845,3.305799167,20.72494316,9.184579848,2.484098152,31.36881227,14.97578492,14.01787081,10.54655414,32.11531423,55.68015944,52.48578131,14.90830191,7.773824186,
Jordan,JOR,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,104.6090047,102.9669606,86.66193046,82.70028177,71.20654327,61.12588652,64.08451291,41.84866272,33.65177295,33.78310177,53.10344828,40.86168532,66.90304232,121.5313734,178.1874567,271.6464088,305.4990902,226.545363,233.6046533,696.0804302,722.6639156,550.8842005,383.0906175,347.8038158,274.9028829,229.7352496,230.6559767,227.1574139,161.3568521,110.7558901,300.2082019,264.9675599,113.9217787,79.25755248,91.73848806,128.5220501,117.2023121,105.978919,89.72155754,92.6596881,115.2220138,91.40126093,111.7804684,256.738962,113.9905482,130.9277398,103.4266618,113.0948596,127.5319737,125.1682164,157.8680119,158.3756674,224.2750871,
Japan,JPN,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.777909486,0.734225333,0.939963635,3.309682595,4.099110588,7.988884762,9.205212857,14.81358609,11.72126251,12.7112842,10.56645984,12.61327518,19.71021834,17.8352273,15.11055402,11.38614081,13.61517605,21.39913232,18.48664186,13.71987187,13.01656137,7.720607393,
Kenya,KEN,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,2.604423696,7.562092759,5.692450307,6.240160298,6.164024574,7.588875485,5.641127187,3.615149911,5.780666048,5.135393202,5.09666059,5.734516997,5.947120285,7.5795304,8.969459981,9.255358851,11.0460163,11.06610601,16.28532424,22.24183155,24.2680281,26.51592047,27.5970561,21.71431353,21.56160888,21.70191299,21.72191167,26.36059201,37.99763345,46.75136059,50.38249092,37.81234817,35.2734785,35.38779863,25.40411724,26.69224395,21.11031261,15.49908344,13.97907754,10.18649251,16.38865848,14.66802128,11.90314433,15.42544847,18.95356589,21.21516746,25.75528944,35.1443451,35.22941845,44.60042345,39.80938857,59.06601404,61.46813963,
Kyrgyz Republic,KGZ,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66846791,21.03526911,38.42661292,62.42215595,49.79042434,51.00715442,50.20968757,58.49309974,43.83268006,38.00529817,37.19117559,39.67640236,51.2018336,51.88858327,59.51057795,52.09361476,67.65374998,58.20964836,69.8195635,95.20726798,84.33977743,
Cambodia,KHM,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,4.770963173,4.288019288,3.67844727,3.843818299,2.008819524,1.505027302,1.720087556,2.082658225,1.505837882,1.840439677,2.681740622,5.613271537,9.155441536,19.46706634,40.65907666,10.83387772,0.096894974,0.041584295,0.038751001,15.93771672,40.10435162,16.63054877,5.169162983,5.415080562,2.908259417,1.779552759,1.906550152,2.009420337,2.381674991,2.819129573,4.560942237,9.56581684,20.62586308,29.82017988,30.04237283,51.1644414,37.55699303,29.42534537,28.87722831,23.17802474,32.37537237,33.74440553,38.17980735,40.07230658,36.91198965,40.10055386,39.05333022,49.07004203,53.28639868,51.00526893,51.07786456,54.15223011,54.31747248,
Kiribati,KIR,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.606612072,7.675729932,9.195402299,11.463401,7.610970671,11.35133708,15.87504801,35.48739329,30.80477474,32.27617177,49.70360237,56.64206231,92.06009053,128.1858588,118.239683,116.9324849,81.47010068,121.8958058,206.5454265,170.4481318,351.4951385,274.2004722,263.2863719,285.4230377,197.5022744,193.5795317,209.2259578,278.8536019,238.5979418,251.1152684,284.6283784,273.696142,361.4129695,211.4389408,202.7977597,200.8431747,165.1378514,199.1743411,216.3263266,256.3377859,215.852539,147.5178315,243.3594797,217.1200971,187.8879194,309.3911659,292.1057497,288.6478731,285.768517,281.9095895,233.4694045,644.1309824,641.5573592,
St. Kitts and Nevis,KNA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,0.225662319,81.21460961,36.1353268,57.99465362,46.42060711,46.90646165,40.73647871,143.7333642,87.95197543,74.8345455,66.52718682,85.35489668,105.9095128,132.1437993,180.156216,343.2817639,328.9763548,198.8587662,183.1305323,195.1160542,257.4337891,146.5901848,90.93452714,157.4059137,164.7487752,148.6787862,103.9209578,85.63147725,219.1976457,598.7130865,3.355775079,0.826087854,50.8760862,103.5666259,68.14850034,915.6720798,99.16684387,218.1387531,302.9959789,408.8907136,
"Korea, Rep.",KOR,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,10.0234388,8.893615936,8.909204267,9.617872252,6.135257613,7.681327438,7.733160671,8.499224868,7.991036601,10.72461157,8.519322411,9.86871396,10.90659818,8.269031109,7.266749309,7.033302178,6.078911536,6.550349962,4.436667998,3.561015602,3.636051257,8.531567393,0.861508843,0.193182715,-0.911499285,-0.218596676,-0.426800096,0.258278796,0.222691466,1.210628142,1.21298973,1.250239516,-0.070860444,-0.794440446,-2.558827496,1.26405454,-3.270753287,-3.474158053,-1.088222197,-1.181980432,,,,,,,,,,,,,,
Kosovo,KSV,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.6454924,349.0550099,366.8541456,314.1376322,
Kuwait,KWT,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,-0.542980283,-7.398877041,-2.646140303,-2.039851276,-2.654241499,-2.698483789,-2.45747208,0.015641423,0.475457051,0.466403615,0.630971808,0.680251716,0.420529155,0.384487741,0.314289306,0.17084687,0.434148596,0.759072736,0.89738034,7.47360178,6.52976845,3.888368007,3.273559158,2.708454012,2.432905832,2.722940776,1.765643392,2.959029399,2.292127804,6.243403403,5.881026239,,,,2.666880185,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (developing only),LAC,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.932659854,2.80367661,2.802963413,3.271696238,2.875313308,3.130887776,3.334628901,3.147359684,4.095147474,3.049573143,3.347580247,3.073312104,3.035451894,3.234432806,3.474111609,3.850881962,3.943263927,3.745437475,4.524719248,5.402593411,6.130481619,6.779307651,7.021506349,7.383788728,7.808921266,8.505920214,8.931439528,10.09508118,10.07602172,11.00457273,11.62602184,12.96416317,11.55395268,10.94246088,11.89024924,13.01024319,15.13040382,10.76849554,10.85235273,11.5683072,9.529247388,11.56102097,9.691663543,11.51334524,12.76052443,12.19975168,13.32049986,12.42263365,16.45886401,15.84078136,19.44143679,19.86119367,17.35748193,
Lao PDR,LAO,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,15.74256356,23.82626375,14.07417052,16.06701486,19.6917186,28.64820384,28.39147657,29.67338828,23.49107065,25.52071036,25.78603845,26.21530333,23.52541407,25.92092882,20.04808594,12.58473112,9.251546046,10.10542162,22.47856805,16.88746915,14.10368252,12.93834682,13.33529802,10.24246729,10.05791829,10.78393732,12.34468344,14.72243495,18.93189835,34.68326988,35.12057901,31.97984412,36.15968333,43.24167977,45.08389772,63.00149113,66.38000462,64.48848319,52.95816223,55.55905783,52.083401,44.75912901,50.21960256,53.57827071,47.35825511,52.1427143,61.6883172,65.87422035,80.7264616,66.84462971,64.69802507,60.18418987,61.53034077,
Lebanon,LBN,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,7.42966336,6.870087767,4.778535649,4.12094417,1.450118851,3.794768954,3.940766811,3.991079845,8.616147248,4.101112188,8.696776317,2.579061842,6.214976106,4.68871073,54.90034916,5.551903895,15.06718463,52.12138327,89.42847545,47.44535504,114.3172325,173.9384414,71.04484666,47.48622843,28.93639804,30.78914127,23.2810043,37.85296061,54.02472389,44.01454823,105.6892312,45.50090046,39.04151434,48.38906504,76.65783537,63.06112667,76.40222157,84.25921794,109.2416412,61.44379616,61.8196317,59.0957827,57.8193676,144.8141112,68.96181267,57.80983304,200.7538072,236.476865,255.5775225,136.6377171,103.1837151,108.0590218,160.5102773,
Liberia,LBR,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,8.85466039,23.46938062,67.57432278,28.48933802,12.85848963,28.18108683,29.57989689,19.5115423,12.11021856,11.83397732,9.079203904,8.746571687,8.621864139,6.686672532,9.187506003,12.28620408,15.78743878,18.9176791,26.23366381,43.90039558,51.28058804,55.14847372,53.18895559,55.63403104,60.31421065,41.17969894,43.8812126,35.56135951,29.5886614,28.13733904,54.08780447,76.29497691,58.95482365,60.97144614,31.39938231,59.1849402,78.56489282,32.0003044,28.14214539,34.26637318,23.3128444,12.83192776,17.96348879,34.22932173,66.96197973,68.0442084,76.94714386,199.1287496,340.6173201,134.1300662,358.0125266,187.4747071,136.2555439,
Libya,LBY,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,30.00486546,24.80758566,20.92631925,16.45313469,11.28206061,4.609622251,1.125033399,1.088273019,3.584197648,3.647835551,2.071639211,1.560533415,3.154925065,5.263452697,4.65542653,0.612168649,2.647348492,2.309705147,1.817979785,1.159781352,3.940544237,1.462396303,32.19936439,1.508778071,1.284177385,1.398839311,2.786258918,1.547281568,1.353788837,2.350344008,1.95783334,1.718081025,0.735555638,0.629659231,0.8486442,1.230090283,0.779351687,0.80822899,1.107952504,0.922846317,,,,,,4.248853775,6.596353629,3.356907204,12.62590813,6.884266032,1.413764036,105.2180049,14.1503387,
St. Lucia,LCA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,0.837513144,68.73422153,80.44092193,64.65187796,38.99810327,32.38732093,18.31596326,73.14551126,95.99224035,67.35451919,56.13583405,45.39319343,55.21452981,90.65464158,81.7357592,134.4995956,137.3258602,89.08669851,164.9555148,191.0747249,178.491838,216.8495546,327.9379761,258.9922262,168.6159715,39.85208995,165.2769986,69.95903128,104.1285849,207.5934514,95.38469147,-130.4294629,63.41932325,110.0454497,114.252802,110.5167483,233.847032,231.9655913,197.4106241,148.3938741,
Latin America & Caribbean (all income levels),LCN,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.011427414,3.143433196,3.210357087,3.761779007,3.302302173,3.452387069,3.727826682,3.386583185,4.390128919,3.310956295,3.484790286,3.136800404,3.141414273,3.301474043,3.463569,4.141895959,3.873078253,3.703957426,4.432136438,5.156090637,5.917476852,6.539153083,6.77024209,7.149808122,7.541577509,8.323674123,8.794766634,9.929354957,9.979911467,10.86301301,11.59771435,12.85571034,11.58056772,11.1583121,11.93188816,12.98154689,14.98295644,10.73707942,10.71584719,11.27298781,9.244968689,11.2326849,9.323702351,11.22807094,12.37928589,11.98656579,12.96490824,12.22146437,16.08043479,15.39352533,19.07378623,19.32684177,16.86875211,
Latin America and the Caribbean,LCR,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.527873801,2.045877583,2.333243558,2.259418654,2.93185349,3.186513472,3.239731714,3.037029401,2.864762739,2.71443788,2.721813281,3.343422808,4.466085495,6.143273914,9.49526888,12.35840646,10.40265656,12.45009414,16.03594131,19.42679937,22.09257135,20.36481615,20.94230262,19.05780157,19.17916699,21.0140591,24.54854731,27.94263169,28.64930655,28.36945805,32.55435817,31.19727184,31.37844449,27.60601206,29.05139521,28.95788585,23.00270139,20.89570237,19.91833244,19.05407284,18.77940674,20.51515868,25.38536389,33.85949198,34.98022882,34.63540607,37.67613802,43.34193654,48.75152457,49.06852733,53.01549985,52.93275781,48.96213055,
Low income,LIC,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.318431536,1.883216462,2.235311657,2.184097053,2.51594685,2.754370436,2.59218324,2.256533995,2.34397072,2.29551403,2.351443315,2.906716653,3.83780292,5.407118728,7.575178673,10.1332775,7.400107744,9.387063669,12.48745838,15.29651775,17.84092902,16.44676426,16.97873106,14.96668375,15.75280829,16.73939199,19.87025917,23.35431108,25.08288336,25.26537169,28.78704171,27.21169615,28.46167619,24.69999868,26.30918242,24.20669142,20.30650209,18.51609997,17.99373878,16.01576568,15.99608214,18.33426709,22.93439785,31.37660158,30.24393697,30.4505177,33.06483458,40.02890661,44.62915213,46.23741445,50.73517384,51.58077036,47.38723911,
Liechtenstein,LIE,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.12065481,1.104445319,1.252513646,1.01965602,0.814454737,1.339125761,2.537809249,3.914380928,4.50466978,4.069539667,3.926801982,4.390858944,4.495762382,4.396150027,6.001957242,10.92990516,12.00043741,13.21905035,22.68428471,22.0328911,26.23720079,25.24887183,27.2558568,30.42615295,29.13478177,29.5581366,33.90277175,29.07530691,38.15952768,36.71976226,42.80575962,51.49012567,36.70434982,37.63175791,33.58392488,30.5359506,26.52159686,17.81505816,22.58837308,13.74790092,14.4079154,18.15981274,18.13857619,35.03677046,26.05505531,59.11168805,39.60217545,30.67917561,36.16906564,34.35256724,28.07437176,29.11112176,23.98170012,
Lower middle income,LMC,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,2.082083818,1.964989443,2.230141036,2.689178905,3.141792106,3.281340994,3.317716779,3.507127723,3.037675643,2.915973301,3.142234225,3.424737046,3.142899365,4.288728371,6.17833388,7.896596943,7.995953857,7.616331207,8.267080896,8.809180234,10.36853366,9.418624783,8.598002236,7.896429677,7.462604156,7.843081988,8.776137024,8.912820545,9.492695159,9.723666058,13.53310395,14.12594615,12.60983046,10.53948327,12.05379408,10.74748661,10.27329943,8.705335312,8.964434926,9.355801329,8.293673994,9.25110908,9.305719006,9.193952996,9.909016912,14.46201037,16.77509795,12.67355373,13.77997383,15.77622432,15.20405184,15.29375985,15.44123519,
Low & middle income,LMY,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.709872407,2.097582707,2.170106944,2.308798972,2.265386523,2.355450794,2.343784983,2.385218498,2.198732805,2.075398553,2.28721126,2.542439878,2.615069183,3.459002121,4.601699742,5.716190033,5.302795814,5.331822184,7.291961189,7.981068654,9.566791128,8.988917936,8.053656007,7.421563852,7.631772066,7.838399048,9.0430694,10.01074207,10.63143171,10.80949891,13.44827011,13.92136446,13.34396872,12.12700352,12.88172371,12.59910561,11.40399103,10.1935297,10.48890361,10.74069669,10.06968001,10.43790072,12.2151256,13.92932664,15.35944827,20.60226593,20.04812307,19.9832163,23.26269691,22.81557141,23.32677681,24.83405802,23.13020201,
Lesotho,LSO,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.832250426,4.779204228,6.724042136,6.278232566,6.182596319,10.16875417,13.17592273,14.19196434,13.30145559,12.92385702,9.426102457,15.72816566,12.87105417,12.68632181,18.36997231,24.78482973,24.21104013,30.33496686,39.80956509,50.78416846,71.25576429,77.0123533,67.2103659,75.47529247,68.45829092,62.79907566,57.10650986,68.96919179,70.50460319,85.67865187,87.0904782,75.74789606,86.22226505,84.47798264,67.0215023,64.2310745,58.00931544,50.69715526,33.580203,16.86226055,19.75514822,29.45231098,40.73218219,41.53770072,51.27556064,35.04437535,36.39431399,65.85083015,72.91353459,61.50643785,127.5460807,130.4301124,137.7888372,
Lithuania,LTU,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,10.38167227,6.851857139,,5.40531947,,,1.5677378,0.616039919,0.716909362,0.285353227,0.836663386,0.945324778,0.353937754,0.474599063,0.11973658,0.080575957,,,,0.082279809,17.99087055,0.039641954,2.759455927,2.061294051,1.586339152,1.417855527,1.16419706,0.433899986,1.041815497,0.947005025,0.639359529,0.324777257,0.344098317,0.467482684,0.740205675,-10.06377068,0.789673051,0.873720667,1.19385879,0.752148324,,,,,,,,,,,,,,
St. Martin (French part),MAF,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,4.850536163,8.774801148,6.119185068,7.059610045,7.379982471,7.565140858,6.794392858,4.197036883,6.101287293,4.989823665,5.375591835,8.14665103,6.107042091,5.552511777,6.627687202,15.27311399,13.91550696,32.77736797,22.68984079,27.78454666,58.63212353,51.49732632,40.95531718,21.00454157,15.60288287,38.86694676,18.78511368,18.305601,20.35637772,20.61481139,50.29752007,60.99435277,37.29419654,29.99960193,25.87002786,18.65457702,23.84941156,17.06335128,18.96008669,23.95133354,15.1309,16.59823613,12.02840815,19.35820528,25.7916212,24.30901851,36.26176946,39.82510761,46.88008144,29.7216152,31.36744541,45.40536973,45.5199253,
Mexico and Central America,MCA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8670727,10.84941353,29.36933661,33.65761877,34.35530924,39.36173325,33.85116669,32.88340971,47.03788704,64.07715701,74.44693884,83.34761862,68.31381163,132.0505496,130.3544452,132.9055976,
Madagascar,MDG,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.519671936,0.285242746,0.932244332,1.510955888,8.459841352,8.80881797,8.06007374,7.186768704,7.800787588,7.119807439,7.291332924,6.934550154,7.867805902,7.340202738,8.525501303,10.85172082,7.865745633,7.542716641,10.94099313,16.11314959,26.24473562,25.93423004,26.0414266,19.14747753,15.46270452,18.49893895,30.18403081,31.29552531,27.20965361,30.98732878,34.38138707,38.25010819,29.4808364,28.56879827,22.09704263,22.25678657,25.54916404,58.1328848,32.48762952,23.46224816,20.33685892,22.8045894,22.34460755,31.67998191,71.08731132,49.91800614,41.51571067,46.15502238,42.28228487,21.6611342,22.30030534,20.44703859,16.98625015,
Maldives,MDV,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.337230216,2.847162146,5.116943479,3.113389651,2.831171195,1.183653742,19.17905917,3.488196697,2.673846097,1.530070383,2.102496715,7.22395975,5.26346089,4.61122595,4.692560369,24.2398025,21.81712753,25.7521025,55.64600894,41.95084804,135.5011794,79.45616114,31.98972451,62.15829021,30.58466365,47.89198967,83.01135945,86.35561006,131.5789474,132.3343435,96.63715666,145.0692232,157.9896692,125.593401,124.2002415,235.747964,128.1023223,101.0349253,95.42968168,114.710457,70.21210288,89.15684334,97.11999943,80.80836179,96.51117075,254.7920531,123.8999422,121.5615156,173.3032121,103.8603516,340.0431079,134.9242689,171.4030765,
Middle East & North Africa (all income levels),MEA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,9.495989352,10.84874668,9.62343361,8.568385204,7.603593835,6.262911497,5.744066838,4.101689039,3.783840534,3.952945361,7.043963248,6.822829644,7.458704792,15.58981323,24.05055274,36.50227901,36.78272511,42.42612036,41.92952977,46.5984203,48.80574724,45.30235365,36.46038642,31.73239732,29.35722539,32.60966583,29.84416034,27.92767265,21.60529567,21.25180854,52.4768185,50.46498719,35.22232531,26.74905651,30.70614589,21.33057595,28.76511526,19.35686872,20.73570984,17.58548814,15.44687514,15.64615254,14.93314567,25.41919956,32.2547996,82.24927415,48.97691312,50.2805232,66.42069271,36.46670185,32.2869855,40.18011823,35.14542384,
Mexico,MEX,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,-0.056622837,1.705589469,0.701842032,0.3672114,-0.29386727,0.891730172,0.887919089,0.845341884,1.404164639,1.130238392,1.512413967,0.761674333,1.038729779,1.050629871,0.883677874,0.91057341,0.963989085,0.752973106,0.223240703,1.043288042,0.78731525,1.3736806,1.894280565,1.753998774,1.084332688,1.851415548,3.162691229,1.91977264,2.085669602,1.145185889,1.815235112,3.119577958,3.497184583,4.588788252,4.534240427,4.026935116,2.930303579,1.00739065,0.189712107,0.351359764,-0.556252947,1.120658229,1.172654675,1.13949845,0.98700375,1.629883716,2.406510488,0.998768438,1.297230094,1.584398211,3.995795817,8.137650522,3.457333247,
Marshall Islands,MHL,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.775458427,155.5222551,644.3298969,975.9376792,762.0540964,1419.148978,1217.285336,969.3386233,1207.850065,1097.179885,1418.250805,1200.897222,1090.281109,981.1038138,1090.898613,1056.754474,999.4247363,1018.662073,1121.491756,1728.656443,1572.721212,1446.294358,
Middle income,MIC,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.465831361,1.797054684,1.791101797,1.926169819,1.960123791,2.054772013,2.141533661,2.140546951,1.983967562,1.823134627,1.921563567,2.023999559,1.939138956,2.489874279,3.412224886,4.324200683,4.399629691,4.218520496,4.794739459,5.52798904,6.543539292,6.213909533,5.54568254,5.142298404,4.981933437,5.165864016,5.724869288,6.044448301,6.294240105,6.46948791,9.057123834,9.590887254,8.762258532,8.157770078,8.59502278,8.282998334,7.53549911,6.403539685,6.854608382,7.391647618,6.418688983,6.738858449,7.320425672,7.484477237,8.602554461,14.54593059,12.94509594,10.92600748,12.1575895,11.45408126,10.77765375,11.64502674,11.31225725,
"Macedonia, FYR",MKD,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.677615805,52.95474366,40.06074185,53.35643302,49.34510292,52.11321548,136.0686994,121.9172869,119.7037622,131.8572088,127.7016396,126.3060188,108.7536913,98.02746297,95.73980979,97.5381283,91.62803407,89.03461871,92.67119479,70.73602223,
